measured_from,datetime,lat,lng,precise
P1,2022-06-26 11:28:55,46.5213611111111,6.57388333333333,on
P1,2022-06-26 11:29:44,46.5213611111111,6.57388333333333,on
P1,2022-06-26 11:30:15,46.5213611111111,6.57388333333333,on
P2,2022-06-21 14:04:56,46.5220611111111,6.57475277777778,on
P2,2022-06-21 14:05:04,46.5221583333333,6.57388333333333,on
P2,2022-06-21 14:05:04,46.5221583333333,6.57388333333333,on
P2,2022-06-21 14:05:15,46.5221472222222,6.57390277777778,on
P2,2022-06-21 14:05:49,46.5221638888889,6.57375555555556,on
P2,2022-06-21 14:06:09,46.5221722222222,6.57371388888889,on
P2,2022-06-21 14:07:12,46.5221722222222,6.57371111111111,on
P2,2022-06-21 14:07:55,46.5221722222222,6.57371111111111,on
P2,2022-06-21 14:08:16,46.5221666666667,6.57370277777778,on
P2,2022-06-21 14:08:51,46.5221666666667,6.5737,on
P2,2022-06-21 14:09:37,46.5221666666667,6.5737,on
P2,2022-06-21 14:10:08,46.5219222222222,6.57469444444444,on
P2,2022-06-21 14:10:43,46.5219222222222,6.57469444444444,on
P2,2022-06-21 14:11:24,46.5219222222222,6.57469444444444,on
P2,2022-06-21 14:12:48,46.5219222222222,6.57469444444444,on
P2,2022-06-21 14:13:03,46.5219222222222,6.57469444444444,on
P2,2022-06-21 14:13:14,46.5219222222222,6.57469444444444,on
P2,2022-06-21 14:13:39,46.5219222222222,6.57469444444444,on
P2,2022-06-21 14:14:06,46.5219222222222,6.57469444444444,on
P2,2022-06-21 14:14:36,46.5219222222222,6.57469444444444,on
P2,2022-06-21 14:15:10,46.5219472222222,6.57475,on
P2,2022-06-21 14:15:40,46.5219472222222,6.57475,on
P2,2022-06-21 14:16:33,46.5219472222222,6.57475,on
P2,2022-06-21 14:17:08,46.5219472222222,6.57475,on
P2,2022-06-21 14:17:51,46.5219472222222,6.57475,on
P2,2022-06-21 14:18:29,46.5219472222222,6.57475,on
P2,2022-06-21 14:19:32,46.5219472222222,6.57475,on
P2,2022-06-21 14:20:32,46.5219472222222,6.57475,on
P2,2022-06-21 14:20:54,46.5219472222222,6.57475,on
P2,2022-06-21 14:22:47,46.5219472222222,6.57475,on
P2,2022-06-21 14:23:07,46.5219472222222,6.57475,on
P2,2022-06-21 14:23:48,46.5219472222222,6.57475,on
P2,2022-06-21 14:24:22,46.5219472222222,6.57475,on
P2,2022-06-21 14:24:54,46.5219472222222,6.57475,on
P2,2022-06-21 14:25:33,46.5219472222222,6.57475,on
P2,2022-06-21 14:25:58,46.5219472222222,6.57475,on
P2,2022-06-21 14:26:23,46.5219472222222,6.57475,on
P2,2022-06-21 14:27:12,46.5219472222222,6.57475,on
P2,2022-06-21 14:27:58,46.5219472222222,6.57475,on
P2,2022-06-21 14:28:39,46.5219472222222,6.57475,on
P2,2022-06-21 14:29:38,46.5219472222222,6.57475,on
P2,2022-06-21 14:30:39,46.5219472222222,6.57475,on
P2,2022-06-21 14:32:43,46.5219833333333,6.57478333333333,on
P2,2022-06-21 14:34:21,46.5219833333333,6.57478333333333,on
P2,2022-06-21 14:35:37,46.5219833333333,6.57478333333333,on
P2,2022-06-21 14:36:36,46.5219833333333,6.57478333333333,on
P2,2022-06-21 14:37:26,46.5219833333333,6.57478333333333,on
P2,2022-06-21 14:37:57,46.5219833333333,6.57478333333333,on
P2,2022-06-21 14:40:09,46.5219833333333,6.57478333333333,on
P2,2022-06-21 14:40:44,46.5219833333333,6.57478333333333,on
